Truth,MOS,MOS_Var,n_votes,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
2.13,2.1,0.9888888888888889,10,2,1,3,1,3,4,2,2,1,2
3.88,3.9,0.7666666666666665,10,3,3,3,5,5,4,3,4,4,5
2.71,2.9,1.4333333333333333,10,4,3,4,4,1,3,4,3,2,1
3.06,3.5,0.5,10,4,3,3,2,4,4,3,4,4,4
1.98,1.8,0.4000000000000001,10,2,1,1,2,2,3,2,2,2,1
4.19,4.2,0.39999999999999997,10,4,5,4,4,4,3,4,4,5,5
3.91,3.7,1.3444444444444443,10,5,4,3,4,3,5,4,2,2,5
3.16,3.0,0.8888888888888888,10,2,2,3,4,4,3,2,4,2,4
3.37,3.3,1.5666666666666667,10,5,1,3,5,3,3,4,2,3,4
3.41,3.8,0.8444444444444444,10,3,4,3,4,5,5,5,3,3,3
3.2,3.4,0.48888888888888904,10,2,4,3,4,3,4,4,3,4,3
1.16,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
2.87,2.5,0.5,10,2,2,2,2,2,4,3,3,2,3
1.12,1.2,0.1777777777777778,10,1,1,1,2,2,1,1,1,1,1
3.03,2.9,1.655555555555556,10,4,4,2,1,3,5,2,4,2,2
4.29,4.0,0.4444444444444444,10,3,5,4,4,4,4,3,5,4,4
2.71,2.4,1.6,10,1,3,4,5,2,1,2,2,2,2
2.48,2.3,0.8999999999999999,10,2,3,3,1,2,1,4,2,2,3
3.74,3.4,0.48888888888888904,10,3,3,2,3,4,4,4,3,4,4
4.35,4.3,0.6777777777777778,10,4,5,5,4,5,5,3,5,4,3
2.97,3.3,1.788888888888889,10,5,5,4,1,3,3,2,4,2,4
4.79,4.7,0.23333333333333334,10,5,4,5,5,5,5,4,5,4,5
1.15,1.1,0.09999999999999999,10,1,1,1,1,1,1,1,2,1,1
3.41,3.4,0.7111111111111114,10,4,5,4,3,3,3,3,2,4,3
3.02,3.0,1.1111111111111112,10,2,4,1,4,3,4,2,3,4,3
2.16,2.1,0.9888888888888887,10,4,2,1,2,1,3,3,1,2,2
2.16,2.1,1.2111111111111112,10,1,1,1,4,3,3,3,1,2,2
4.37,4.2,1.7333333333333334,10,5,5,5,5,4,1,4,5,3,5
3.49,3.8,1.5111111111111108,10,3,5,5,2,5,4,3,2,4,5
4.54,4.4,0.4888888888888888,10,4,4,4,5,5,3,5,4,5,5
3.97,4.2,0.39999999999999997,10,4,4,4,4,5,5,5,3,4,4
4.58,4.7,0.23333333333333334,10,5,4,5,5,5,4,5,4,5,5
4.84,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
3.29,3.1,1.4333333333333333,10,4,2,3,4,2,3,5,3,4,1
2.4,1.8,1.0666666666666669,10,1,2,1,4,1,2,2,3,1,1
1.38,1.3,0.23333333333333334,10,1,2,1,1,2,1,1,2,1,1
2.59,2.5,0.7222222222222222,10,2,2,2,3,4,2,2,2,2,4
1.53,1.6,0.48888888888888904,10,1,1,1,2,3,1,1,2,2,2
4.05,4.1,0.7666666666666666,10,3,5,3,4,3,4,5,5,5,4
1.51,1.4,0.2666666666666667,10,1,1,2,1,2,1,1,1,2,2
1.1800000000000002,1.1,0.09999999999999999,10,1,1,1,1,1,2,1,1,1,1
2.11,2.0,0.4444444444444444,10,2,1,2,2,1,3,2,2,2,3
2.05,1.9,0.9888888888888887,10,1,3,1,1,3,1,1,3,2,3
4.26,4.0,0.4444444444444444,10,4,4,4,5,3,4,5,3,4,4
1.92,1.9,0.5444444444444444,10,1,1,3,1,2,2,3,2,2,2
3.41,3.4,0.9333333333333333,10,3,3,4,5,3,4,4,2,4,2
4.5,4.5,0.5,10,3,5,5,5,5,4,4,5,4,5
2.06,2.5,0.7222222222222222,10,3,3,2,3,2,4,2,2,1,3
2.1,1.7,0.6777777777777778,10,1,2,1,3,3,2,2,1,1,1
3.24,3.6,0.9333333333333333,10,4,3,4,5,3,5,4,3,2,3
3.99,3.9,0.7666666666666666,10,4,5,4,4,4,3,4,2,4,5
2.0,2.2,0.6222222222222222,10,2,2,3,3,1,1,2,3,3,2
2.79,3.5,0.5,10,3,3,4,4,3,4,3,5,3,3
4.34,4.5,0.2777777777777778,10,4,4,4,5,4,5,5,5,4,5
2.83,2.7,0.4555555555555555,10,2,3,4,3,3,3,3,2,2,2
3.07,2.6,1.1555555555555554,10,3,5,2,1,2,3,3,3,2,2
4.84,4.9,0.09999999999999998,10,5,5,5,5,4,5,5,5,5,5
2.36,2.2,0.39999999999999997,10,2,3,1,2,3,2,2,3,2,2
1.97,2.6,0.48888888888888893,10,3,3,2,2,2,2,3,2,3,4
3.43,3.2,0.6222222222222222,10,3,3,3,3,4,5,2,3,3,3
2.84,2.8,0.39999999999999997,10,2,3,3,3,3,3,3,2,2,4
3.84,3.8,0.6222222222222222,10,5,4,4,4,3,3,3,5,4,3
4.36,4.2,1.0666666666666669,10,3,5,5,4,2,5,4,5,4,5
2.19,2.1,0.9888888888888889,10,2,1,3,3,2,2,4,2,1,1
3.91,3.6,1.1555555555555554,10,3,3,3,5,2,5,5,4,3,3
3.55,3.4,0.2666666666666667,10,4,4,3,3,3,3,3,4,4,3
4.91,4.8,0.17777777777777776,10,5,5,5,5,5,4,4,5,5,5
4.95,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
3.63,3.6,0.9333333333333333,10,3,5,4,2,3,3,4,4,5,3
4.33,4.2,0.39999999999999997,10,5,4,4,4,4,5,4,5,4,3
3.47,3.3,0.8999999999999999,10,2,4,2,3,4,3,3,5,4,3
4.36,4.2,1.0666666666666669,10,5,4,2,3,4,5,4,5,5,5
2.56,2.2,0.39999999999999997,10,2,3,2,2,3,3,2,1,2,2
2.26,2.3,1.1222222222222222,10,2,2,3,4,2,1,4,2,1,2
1.91,1.8,0.8444444444444446,10,1,1,2,2,4,2,1,1,2,2
3.91,4.2,0.6222222222222222,10,4,5,5,3,5,3,4,4,5,4
1.73,1.4,0.2666666666666667,10,1,1,2,1,2,2,1,1,2,1
3.45,3.6,1.6,10,4,5,4,5,1,2,4,3,4,4
1.1,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
1.85,1.6,0.7111111111111111,10,1,1,2,1,1,2,1,3,3,1
4.79,4.8,0.17777777777777776,10,5,5,5,5,5,4,4,5,5,5
3.78,4.0,0.6666666666666666,10,4,4,3,5,4,5,3,5,3,4
3.25,3.1,1.655555555555556,10,5,3,3,1,5,3,2,2,4,3
2.41,2.0,0.4444444444444444,10,1,2,2,2,2,2,1,3,3,2
1.32,1.3,0.23333333333333334,10,2,1,1,1,1,1,1,1,2,2
3.25,3.6,0.48888888888888893,10,4,4,3,3,3,5,3,3,4,4
2.87,3.0,2.2222222222222223,10,4,4,3,5,3,1,1,4,1,4
1.63,1.6,0.9333333333333333,10,1,1,1,2,1,1,4,1,2,2
1.77,1.9,0.7666666666666666,10,2,2,1,1,3,1,2,3,1,3
3.55,3.6,0.7111111111111112,10,3,3,4,5,4,3,2,4,4,4
4.42,4.4,0.2666666666666667,10,4,5,4,5,4,4,4,5,4,5
3.73,3.6,0.7111111111111112,10,5,4,2,4,3,3,4,3,4,4
2.17,2.0,0.6666666666666666,10,2,1,2,2,2,2,2,2,1,4
3.15,2.7,0.6777777777777777,10,3,3,4,3,2,2,2,4,2,2
4.279999999999999,4.1,0.5444444444444444,10,4,4,5,4,3,3,5,5,4,4
4.7,4.6,0.2666666666666667,10,4,5,4,5,5,5,4,5,4,5
2.62,2.3,0.4555555555555555,10,2,2,2,3,2,2,3,1,3,3
3.16,3.1,0.9888888888888887,10,2,5,3,3,4,2,3,4,2,3
1.66,1.7,0.6777777777777777,10,1,1,1,2,1,2,1,3,3,2
2.79,2.7,1.3444444444444443,10,3,1,4,3,2,2,2,3,2,5
4.84,4.8,0.17777777777777773,10,5,5,5,4,4,5,5,5,5,5
4.36,4.6,0.4888888888888888,10,5,5,4,3,5,5,4,5,5,5
2.21,1.9,0.5444444444444445,10,2,3,1,2,2,2,1,3,2,1
4.4,4.2,0.39999999999999997,10,4,4,4,4,5,5,3,5,4,4
1.76,1.4,0.2666666666666667,10,2,2,1,1,1,1,1,2,2,1
2.8600000000000003,3.6,1.1555555555555557,10,5,3,5,3,3,5,3,4,2,3
1.78,1.9,1.2111111111111112,10,1,2,3,2,1,1,4,1,1,3
3.84,3.4,0.48888888888888904,10,4,4,2,4,4,4,3,3,3,3
1.14,1.1,0.09999999999999999,10,1,2,1,1,1,1,1,1,1,1
1.86,1.5,0.7222222222222222,10,1,1,1,3,1,3,1,1,2,1
4.35,4.2,0.39999999999999997,10,5,3,4,4,4,4,4,5,4,5
4.38,4.5,0.9444444444444444,10,4,5,5,5,5,2,5,4,5,5
3.62,3.5,0.5,10,4,4,2,4,4,3,4,4,3,3
3.79,4.0,0.4444444444444444,10,5,3,4,4,4,5,3,4,4,4
3.63,3.2,1.5111111111111113,10,4,1,4,4,4,3,4,3,1,4
2.84,2.6,0.7111111111111112,10,2,2,4,3,3,3,3,3,2,1
2.55,3.0,0.8888888888888888,10,4,2,2,4,4,4,3,2,3,2
1.92,1.7,0.4555555555555555,10,1,2,2,1,1,2,3,1,2,2
3.3600000000000003,3.8,0.39999999999999997,10,4,3,4,4,4,3,5,4,3,4
4.5200000000000005,4.5,0.2777777777777778,10,5,5,5,4,5,4,4,4,4,5
2.0,2.0,0.6666666666666666,10,2,1,3,1,1,2,3,2,2,3
2.29,2.4,1.822222222222222,10,2,1,5,4,2,3,2,3,1,1
4.1,4.1,0.9888888888888887,10,5,5,4,5,4,3,4,2,4,5
4.6,4.9,0.09999999999999996,10,4,5,5,5,5,5,5,5,5,5
3.65,4.2,0.6222222222222222,10,5,4,4,5,3,4,3,4,5,5
1.49,1.6,0.48888888888888904,10,3,1,2,2,1,1,2,1,2,1
3.38,3.7,0.23333333333333334,10,3,4,4,4,4,4,4,3,4,3
1.7,1.7,0.8999999999999999,10,1,1,1,2,4,1,1,2,2,2
3.34,3.7,1.1222222222222222,10,3,4,3,3,5,5,3,4,5,2
4.94,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
1.82,2.1,0.7666666666666666,10,1,3,2,1,2,3,2,3,3,1
3.67,3.1,0.9888888888888889,10,4,4,4,3,3,4,3,3,2,1
4.12,4.2,0.6222222222222222,10,5,4,3,4,5,5,5,4,4,3
4.93,4.9,0.09999999999999998,10,5,5,5,5,4,5,5,5,5,5
2.84,2.9,1.2111111111111112,10,4,2,3,2,3,3,3,1,3,5
1.44,1.4,0.2666666666666667,10,1,2,1,2,1,1,1,1,2,2
2.85,2.5,0.9444444444444444,10,2,4,2,3,2,2,2,1,3,4
1.47,1.4,0.7111111111111114,10,3,1,1,1,1,1,1,1,1,3
3.71,3.6,1.377777777777778,10,3,3,4,3,5,4,4,5,4,1
4.14,4.2,0.39999999999999997,10,5,5,3,4,4,5,4,4,4,4
4.470000000000001,4.1,0.5444444444444444,10,4,5,4,5,3,4,4,4,5,3
2.36,2.6,1.1555555555555557,10,5,2,2,3,1,3,2,3,3,2
1.1800000000000002,1.2,0.4,10,1,1,1,1,1,1,1,1,3,1
1.57,1.4,0.2666666666666667,10,2,2,1,2,1,1,2,1,1,1
4.91,4.7,0.23333333333333334,10,4,5,5,5,5,5,4,4,5,5
4.76,4.7,0.23333333333333334,10,5,5,4,5,5,5,5,4,5,4
3.04,2.5,0.9444444444444444,10,2,4,4,3,1,2,2,2,3,2
2.17,2.1,0.5444444444444445,10,3,2,3,2,2,2,1,3,2,1
1.23,1.3,0.23333333333333334,10,1,1,1,1,1,2,1,2,1,2
2.38,2.3,1.3444444444444443,10,1,1,4,1,3,3,1,3,3,3
1.25,1.3,0.23333333333333334,10,1,2,1,1,1,1,2,2,1,1
1.81,2.1,0.7666666666666667,10,2,1,3,2,1,2,2,4,2,2
3.78,3.8,1.9555555555555557,10,4,1,5,4,5,5,3,5,2,4
2.6,2.5,0.5,10,2,3,3,2,2,3,2,4,2,2
2.53,3.4,0.48888888888888904,10,4,2,4,4,4,3,4,3,3,3
1.73,1.7,0.6777777777777779,10,2,2,2,1,3,3,1,1,1,1
3.91,4.0,0.4444444444444444,10,4,4,5,3,4,4,4,5,3,4
3.94,4.3,0.23333333333333334,10,4,4,5,5,4,4,5,4,4,4
4.62,4.6,0.26666666666666666,10,4,5,5,5,5,5,5,4,4,4
3.75,3.9,0.7666666666666665,10,5,4,3,3,5,3,4,5,4,3
2.54,2.7,1.1222222222222222,10,1,3,2,2,2,4,4,4,3,2
3.92,3.6,0.9333333333333333,10,3,4,2,3,5,3,5,4,4,3
1.67,1.9,0.5444444444444445,10,1,2,2,3,2,3,2,2,1,1
5.0,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
4.75,4.8,0.17777777777777773,10,5,5,5,4,5,5,5,4,5,5
4.64,4.7,0.23333333333333334,10,5,5,4,5,4,5,5,5,5,4
2.87,2.5,1.3888888888888888,10,4,1,3,4,4,2,2,2,2,1
3.2,2.9,1.4333333333333333,10,2,5,4,3,1,2,2,4,3,3
2.3,2.0,0.4444444444444444,10,2,2,1,3,3,1,2,2,2,2
3.69,4.1,0.5444444444444444,10,3,4,5,4,4,4,5,3,5,4
1.46,1.3,0.23333333333333334,10,2,1,1,1,2,1,2,1,1,1
3.85,3.0,2.6666666666666665,10,4,4,1,1,5,4,1,2,5,3
1.2,1.1,0.1,10,1,1,1,1,1,1,1,1,1,2
1.24,1.3,0.23333333333333334,10,1,2,1,1,2,1,2,1,1,1
2.04,2.5,1.1666666666666667,10,2,2,3,2,2,3,2,1,3,5
2.21,2.4,1.155555555555556,10,2,2,2,1,1,2,3,3,4,4
1.05,1.1,0.1,10,1,1,1,1,1,1,1,1,1,2
4.85,4.8,0.17777777777777773,10,4,5,4,5,5,5,5,5,5,5
4.89,4.8,0.17777777777777773,10,5,5,5,5,4,5,5,4,5,5
1.04,1.1,0.09999999999999999,10,1,1,1,1,2,1,1,1,1,1
2.24,2.1,0.5444444444444446,10,3,2,1,2,1,2,2,2,3,3
3.27,3.0,1.1111111111111112,10,2,3,5,3,4,4,2,2,3,2
1.51,1.9,0.5444444444444444,10,2,2,3,3,1,2,1,1,2,2
1.6,1.3,0.23333333333333334,10,2,1,1,1,1,2,1,1,1,2
4.66,4.7,0.4555555555555555,10,5,5,5,5,5,4,5,3,5,5
1.55,1.5,0.5,10,1,2,1,2,2,1,1,1,1,3
2.11,2.4,0.48888888888888893,10,2,2,3,3,3,3,1,2,2,3
1.42,1.5,0.2777777777777778,10,2,2,2,2,1,1,1,1,2,1
4.26,4.0,0.8888888888888888,10,4,3,5,4,4,4,5,2,4,5
2.33,2.1,0.5444444444444445,10,3,1,3,3,2,2,2,1,2,2
3.28,3.8,0.6222222222222222,10,3,5,4,4,3,5,3,3,4,4
2.13,2.0,1.1111111111111112,10,1,1,3,3,1,2,4,2,2,1
1.24,1.3,0.23333333333333334,10,1,1,2,1,2,2,1,1,1,1
1.23,1.1,0.09999999999999999,10,1,1,1,1,1,1,2,1,1,1
2.32,2.3,0.6777777777777777,10,3,3,1,1,2,3,3,2,3,2
4.62,4.1,0.5444444444444444,10,4,4,4,4,5,3,3,4,5,5
1.94,2.1,0.5444444444444444,10,2,2,1,2,2,1,3,3,2,3
2.09,1.8,0.6222222222222222,10,2,1,2,3,2,1,3,1,2,1
2.36,2.1,0.9888888888888889,10,1,1,3,2,3,2,4,1,2,2
3.3,3.1,1.2111111111111112,10,3,3,3,3,3,5,4,4,1,2
2.37,2.7,0.8999999999999999,10,2,2,1,3,2,3,3,4,3,4
4.93,4.7,0.23333333333333334,10,5,5,4,5,5,4,5,5,4,5
2.71,2.6,0.48888888888888904,10,3,3,2,2,4,2,2,3,2,3
3.54,3.7,0.8999999999999999,10,5,2,5,3,4,3,4,4,3,4
3.17,3.2,2.177777777777778,10,2,2,5,5,3,1,5,2,3,4
3.01,2.7,1.788888888888889,10,4,3,4,3,2,4,1,1,1,4
1.01,1.1,0.09999999999999999,10,1,1,2,1,1,1,1,1,1,1
2.41,2.4,1.3777777777777778,10,3,2,3,3,1,5,2,2,2,1
4.02,3.9,0.7666666666666666,10,5,5,4,3,4,3,4,3,5,3
3.77,3.9,0.7666666666666666,10,4,5,4,4,3,4,2,5,4,4
3.47,3.1,1.4333333333333333,10,2,3,5,2,2,3,4,5,3,2
1.48,1.1,0.1,10,1,1,1,1,1,1,1,1,1,2
1.35,1.3,0.23333333333333334,10,1,2,1,1,2,2,1,1,1,1
2.1,1.9,0.7666666666666666,10,1,2,1,3,2,1,3,2,1,3
2.23,1.8,0.8444444444444447,10,1,2,1,2,2,1,2,4,1,2
3.0,3.8,0.6222222222222222,10,3,3,5,4,3,5,3,4,4,4
4.98,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
1.19,1.1,0.09999999999999999,10,2,1,1,1,1,1,1,1,1,1
1.11,1.1,0.09999999999999999,10,1,1,1,2,1,1,1,1,1,1
3.42,3.6,0.7111111111111112,10,3,4,5,4,2,4,4,3,3,4
4.9,4.9,0.09999999999999999,10,5,5,5,5,5,5,4,5,5,5
2.9,2.6,1.3777777777777775,10,4,1,4,1,3,3,2,2,2,4
2.5,2.3,0.4555555555555555,10,2,3,1,2,3,2,3,2,2,3
1.61,1.2,0.4000000000000001,10,1,1,1,1,3,1,1,1,1,1
4.43,4.6,0.2666666666666667,10,5,5,4,4,4,5,5,5,5,4
2.29,2.6,0.9333333333333333,10,3,4,1,2,3,4,2,2,3,2
3.24,3.1,1.4333333333333333,10,4,2,2,4,2,4,4,5,2,2
4.57,4.5,0.2777777777777778,10,4,5,5,4,5,5,5,4,4,4
1.25,1.1,0.09999999999999999,10,1,2,1,1,1,1,1,1,1,1
1.58,1.8,0.6222222222222222,10,1,2,2,3,3,2,1,1,1,2
1.89,2.2,0.8444444444444444,10,2,1,2,2,4,1,2,2,3,3
3.1100000000000003,3.3,0.6777777777777777,10,4,3,3,3,3,3,4,2,5,3
3.65,3.9,0.7666666666666665,10,3,5,4,3,3,5,4,4,5,3
1.43,1.4,0.2666666666666667,10,1,2,2,1,2,1,1,1,2,1
1.34,1.1,0.09999999999999999,10,1,1,2,1,1,1,1,1,1,1
2.48,2.9,0.5444444444444443,10,3,4,3,2,2,2,4,3,3,3
1.46,1.8,0.8444444444444447,10,2,2,4,1,1,1,1,2,2,2
3.49,3.7,1.1222222222222222,10,3,4,5,3,4,3,5,5,2,3
3.17,3.3,0.6777777777777777,10,4,2,4,4,2,3,4,3,3,4
2.8600000000000003,2.3,0.8999999999999999,10,1,2,3,3,3,1,3,3,1,3
3.29,2.9,0.7666666666666665,10,3,3,4,2,2,4,4,2,2,3
3.7,3.8,0.6222222222222222,10,3,3,3,5,5,3,4,4,4,4
2.0,2.1,0.5444444444444444,10,1,2,3,3,2,1,2,2,3,2
3.9,4.1,0.32222222222222213,10,4,5,3,4,5,4,4,4,4,4
2.97,3.2,0.6222222222222222,10,3,4,4,3,4,3,3,2,2,4
2.98,2.4,0.2666666666666667,10,2,3,2,3,2,3,2,2,2,3
1.81,1.3,0.23333333333333334,10,2,1,1,1,1,2,2,1,1,1
1.0699999999999998,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
1.72,2.2,0.6222222222222222,10,1,2,3,1,2,3,3,3,2,2
1.81,1.8,0.8444444444444446,10,2,2,2,1,1,2,4,2,1,1
3.27,3.3,0.23333333333333334,10,3,4,4,3,3,4,3,3,3,3
3.26,3.6,0.48888888888888893,10,4,3,3,3,3,4,4,3,4,5
2.28,2.2,1.2888888888888888,10,1,1,2,3,4,2,2,1,4,2
3.06,2.6,0.48888888888888893,10,2,2,3,3,2,2,3,2,4,3
4.18,4.3,0.6777777777777777,10,4,4,5,5,4,3,5,5,5,3
4.32,4.1,0.7666666666666666,10,5,3,4,4,3,4,5,3,5,5
2.74,2.8,1.5111111111111117,10,1,5,3,2,2,4,4,2,3,2
4.09,4.3,0.6777777777777777,10,5,3,3,5,5,5,4,4,5,4
3.25,3.2,0.8444444444444444,10,3,2,3,3,2,3,3,4,4,5
1.74,1.7,0.4555555555555555,10,2,2,1,1,3,2,2,1,1,2
3.12,2.8,1.0666666666666667,10,3,3,4,3,4,3,3,1,3,1
2.54,2.8,1.0666666666666669,10,3,3,4,4,3,2,2,2,1,4
4.470000000000001,4.3,0.23333333333333334,10,4,5,4,4,4,4,5,5,4,4
1.21,1.2,0.1777777777777778,10,1,1,2,1,1,2,1,1,1,1
2.39,2.2,0.6222222222222222,10,2,2,2,1,2,2,4,2,2,3
2.7,2.7,0.6777777777777777,10,2,2,2,4,3,3,2,2,4,3
4.38,4.3,0.4555555555555555,10,4,4,3,5,4,4,5,5,5,4
3.93,3.7,1.1222222222222222,10,2,4,5,4,4,4,5,4,2,3
1.53,1.5,0.2777777777777778,10,2,2,1,1,1,1,2,2,2,1
4.83,4.7,0.23333333333333334,10,5,4,5,5,5,5,5,4,4,5
2.57,2.4,0.7111111111111112,10,2,1,4,2,2,3,3,2,3,2
1.23,1.3,0.4555555555555555,10,1,1,1,1,2,1,1,1,1,3
2.13,2.3,1.1222222222222222,10,2,2,3,1,3,3,1,1,3,4
3.35,3.6,1.155555555555556,10,5,5,4,3,4,4,3,2,2,4
4.69,4.6,0.4888888888888888,10,5,5,5,5,4,5,5,3,5,4
3.04,3.0,0.2222222222222222,10,3,3,3,3,2,3,4,3,3,3
3.67,3.6,0.7111111111111111,10,4,4,4,3,4,3,4,5,2,3
4.92,4.9,0.09999999999999998,10,5,5,4,5,5,5,5,5,5,5
2.37,2.5,0.2777777777777778,10,3,2,3,2,2,3,2,3,3,2
4.12,4.0,1.1111111111111112,10,5,3,4,5,5,4,3,2,4,5
4.54,4.5,0.2777777777777778,10,5,4,4,4,4,5,5,5,4,5
1.33,1.4,0.2666666666666667,10,2,1,1,1,1,2,2,2,1,1
2.2,1.8,0.17777777777777784,10,2,1,2,2,2,2,1,2,2,2
1.51,1.5,0.2777777777777778,10,1,2,1,2,1,2,1,2,1,2
1.47,1.1,0.09999999999999999,10,1,1,1,1,1,1,1,2,1,1
2.31,2.8,0.8444444444444444,10,3,2,2,1,4,3,3,3,4,3
3.27,3.4,0.7111111111111112,10,4,3,4,3,2,4,4,4,2,4
3.26,3.3,1.3444444444444443,10,2,3,2,4,4,5,5,3,2,3
3.43,3.6,1.1555555555555557,10,3,3,4,4,4,5,2,4,2,5
4.83,4.9,0.09999999999999996,10,5,4,5,5,5,5,5,5,5,5
2.5,2.6,0.7111111111111111,10,3,2,3,3,3,2,3,4,2,1
2.7,2.6,0.7111111111111112,10,3,3,3,4,3,2,2,2,3,1
1.44,1.3,0.23333333333333334,10,2,1,1,1,1,2,1,1,1,2
2.23,2.0,0.6666666666666666,10,3,1,2,3,1,2,2,1,2,3
2.48,2.6,1.3777777777777778,10,2,2,3,4,3,2,2,1,5,2
3.59,4.1,0.5444444444444444,10,4,4,4,3,4,3,5,5,4,5
1.08,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
4.24,4.3,0.6777777777777777,10,4,5,3,4,5,5,5,4,3,5
4.55,4.5,0.2777777777777778,10,4,4,5,4,4,5,4,5,5,5
3.49,3.3,1.3444444444444443,10,4,3,4,4,3,4,5,2,3,1
2.15,1.7,0.8999999999999999,10,2,1,2,1,4,1,2,2,1,1
3.37,3.5,0.9444444444444444,10,3,5,2,4,5,3,3,4,3,3
1.88,2.1,0.5444444444444444,10,2,2,2,3,3,3,2,1,1,2
2.34,2.0,0.8888888888888888,10,2,1,1,4,2,2,2,3,2,1
3.02,3.2,0.8444444444444444,10,3,3,3,4,3,3,4,1,4,4
2.57,2.4,1.1555555555555557,10,4,3,3,2,1,2,4,1,2,2
3.4,3.4,1.155555555555556,10,4,4,5,3,4,4,3,1,3,3
3.25,3.2,0.6222222222222222,10,4,4,3,2,3,3,4,3,4,2
2.06,1.7,0.4555555555555555,10,1,2,1,1,1,2,3,2,2,2
4.46,4.6,0.4888888888888888,10,4,5,5,5,4,5,5,3,5,5
1.04,1.1,0.1,10,1,1,1,1,1,1,1,1,2,1
4.39,4.1,0.5444444444444444,10,4,3,5,4,5,4,4,4,5,3
2.2,1.8,0.6222222222222222,10,1,2,1,2,1,3,1,2,2,3
1.99,1.9,0.7666666666666665,10,2,2,4,2,1,1,2,1,2,2
4.67,4.9,0.09999999999999996,10,5,4,5,5,5,5,5,5,5,5
3.18,3.4,0.48888888888888904,10,4,3,2,4,3,4,4,3,4,3
2.47,2.5,0.9444444444444444,10,3,2,4,4,2,1,2,2,2,3
4.85,4.8,0.17777777777777773,10,5,4,5,5,5,5,5,4,5,5
3.34,3.0,0.6666666666666666,10,2,4,2,3,3,3,3,4,4,2
2.49,2.2,1.0666666666666669,10,2,2,3,2,3,1,4,1,3,1
1.38,1.3,0.23333333333333334,10,1,1,1,2,2,1,2,1,1,1
4.26,4.7,0.4555555555555555,10,5,3,5,5,5,5,5,5,5,4
3.78,3.6,0.9333333333333336,10,3,2,3,5,5,3,4,4,3,4
1.82,1.6,0.7111111111111112,10,3,2,1,1,1,3,1,1,1,2
2.21,1.9,1.2111111111111112,10,4,3,1,2,1,1,1,3,1,2
2.04,1.9,0.7666666666666667,10,2,2,2,1,1,2,2,1,2,4
4.49,4.0,0.6666666666666666,10,5,4,4,3,4,5,5,3,3,4
1.14,1.1,0.09999999999999999,10,2,1,1,1,1,1,1,1,1,1
2.7,2.5,0.5,10,3,2,3,2,2,4,2,2,3,2
4.93,4.9,0.09999999999999998,10,5,5,5,5,4,5,5,5,5,5
1.41,1.3,0.23333333333333334,10,1,2,1,2,1,1,2,1,1,1
3.59,3.1,0.3222222222222223,10,4,3,3,3,3,2,4,3,3,3
4.11,4.1,0.5444444444444444,10,4,4,3,4,4,5,4,5,5,3
4.49,4.6,0.26666666666666666,10,5,4,4,4,5,4,5,5,5,5
4.93,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
3.66,3.9,0.9888888888888889,10,5,2,5,4,3,5,4,3,4,4
3.4,3.5,1.1666666666666667,10,4,3,3,1,4,3,5,4,4,4
1.71,1.7,0.45555555555555544,10,2,1,3,2,2,1,1,1,2,2
1.3,1.2,0.17777777777777778,10,1,1,1,1,1,1,2,2,1,1
3.1,3.2,0.8444444444444444,10,3,3,1,4,3,3,4,3,4,4
1.16,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
2.22,2.2,0.17777777777777773,10,2,2,2,3,2,3,2,2,2,2
3.34,3.4,1.822222222222222,10,2,5,2,2,3,5,5,4,2,4
3.47,3.6,0.9333333333333333,10,5,3,5,4,4,2,3,4,3,3
2.33,1.9,1.2111111111111112,10,1,1,3,3,1,2,4,2,1,1
2.14,2.1,0.5444444444444445,10,2,2,3,3,2,1,2,2,3,1
4.8,4.7,0.23333333333333334,10,4,5,5,5,5,4,5,5,5,4
2.16,2.1,0.3222222222222222,10,2,2,2,3,2,2,2,3,2,1
1.59,1.9,0.7666666666666666,10,2,1,1,3,2,1,3,3,2,1
3.3600000000000003,3.9,0.5444444444444445,10,5,5,4,4,4,4,3,3,4,3
3.1100000000000003,2.7,2.011111111111111,10,5,2,4,1,2,4,1,2,4,2
3.05,3.4,1.1555555555555557,10,4,4,3,3,2,3,5,5,2,3
3.63,2.9,1.2111111111111112,10,3,4,4,1,2,3,4,2,4,2
1.35,1.3,0.9000000000000001,10,1,1,1,1,4,1,1,1,1,1
4.14,4.2,1.2888888888888888,10,5,4,5,3,5,5,3,5,5,2
3.65,3.9,0.5444444444444445,10,4,2,4,4,4,5,4,4,4,4
2.6,2.8,0.6222222222222222,10,4,3,3,3,2,2,2,4,2,3
3.66,4.0,0.6666666666666666,10,3,5,4,5,5,3,4,3,4,4
2.88,2.5,0.9444444444444444,10,3,1,3,4,3,2,3,2,3,1
